Id,SalePrice
1461,122370.58944707918
1462,168417.09871734923
1463,164046.58366332215
1464,213841.0622807793
1465,210680.24394920855
1466,159057.52925947178
1467,181356.8407567885
1468,144974.21945401267
1469,177418.18066145547
1470,110275.29932908404
1471,191274.03454728815
1472,216846.71425773707
1473,121774.41041531242
1474,192689.69135502356
1475,124165.80431531309
1476,267957.3143355816
1477,200553.70515883985
1478,244691.21500907984
1479,231362.5764564273
1480,337734.10074273805
1481,308736.8161857667
1482,203951.68723308807
1483,161434.508842741
1484,158963.20790324235
1485,187070.0375705941
1486,223602.18895039422
1487,253519.03163400307
1488,266419.4337576898
1489,163532.0758020897
1490,194448.68474749045
1491,182860.9515488517
1492,107963.65173613318
1493,221941.73901618615
1494,275890.4520883915
1495,295140.27116227517
1496,258521.2503452116
1497,170937.66587960234
1498,154118.45087668064
1499,161350.5131752948
1500,155390.12076609448
1501,180901.58443102546
1502,150087.5290966277
1503,237164.87368980082
1504,218019.7435403746
1505,203084.6979783611
1506,214104.98178422346
1507,253556.9213470664
1508,260311.9055787993
1509,158302.6853444104
1510,132650.93997864163
1511,142355.09797086657
1512,153685.50584196358
1513,151138.71099568022
1514,227155.8654174354
1515,196942.07967251088
1516,155012.4960589767
1517,166421.8141499187
1518,147217.36099340318
1519,271425.90903007396
1520,130017.95294230917
1521,146868.88442119997
1522,189879.08940839715
1523,105877.8215377726
1524,111535.84509432066
1525,115703.47500075899
1526,167201.16108498967
1527,82569.76128751815
1528,145490.25309187733
1529,132980.68053710938
1530,190454.8224388175
1531,145870.944381429
1532,107205.8634486248
1533,142160.81206130332
1534,112949.20399682727
1535,156012.230164641
1536,111246.09623676652
1537,62376.15115795297
1538,158546.68997466966
1539,226716.76025155888
1540,141504.336065728
1541,148081.47465807456
1542,162326.88302383493
1543,219305.89048896838
1544,66228.09231143177
1545,120277.26919851372
1546,141228.92284109932
1547,158780.40019206252
1548,149977.72312091728
1549,117247.18426298111
1550,133023.98679594987
1551,135949.11758107712
1552,133295.9944043549
1553,152147.62498049595
1554,122052.73225080104
1555,172525.08271373052
1556,102694.84254734791
1557,119089.0688927246
1558,112852.7280982935
1559,111374.93322909501
1560,136709.19510359102
1561,129252.18221891316
1562,125493.15546980468
1563,119318.7484361654
1564,199227.4505171887
1565,144066.16342348524
1566,232520.2343795517
1567,75500.43737563436
1568,205965.72048436874
1569,130370.72314219832
1570,143788.02300178504
1571,119537.77426835445
1572,139629.73759009648
1573,300205.22711177514
1574,121481.24407901445
1575,211452.44377554196
1576,198849.14054717688
1577,154738.52664106333
1578,129647.88676234143
1579,165391.6223216148
1580,205053.57617859598
1581,147309.57724204456
1582,108414.3646297899
1583,251037.3700581808
1584,224898.32185743452
1585,148751.03958590486
1586,57585.65188319717
1587,118165.30593124186
1588,138903.377868852
1589,95228.15930266226
1590,165591.98048235272
1591,94462.507101054
1592,123750.51052711764
1593,125915.12254740275
1594,207443.63634795678
1595,142282.6345121655
1596,209086.66080232273
1597,171898.44950029455
1598,197049.93948877114
1599,219192.61969591456
1600,188135.97447038518
1601,43951.5583854123
1602,136281.806716796
1603,64473.59633370148
1604,231879.02387990756
1605,211191.40354468592
