Id,SalePrice
1461,133015.25
1462,158535.09
1463,186554.77
1464,176114.0
1465,201037.15
1466,174395.67
1467,167465.66
1468,177341.76
1469,167945.55
1470,114355.26
1471,181797.43
1472,110370.0
1473,94023.5
1474,157791.72
1475,139066.95
1476,346805.01
1477,248665.22
1478,280403.39
1479,231046.2
1480,411833.14
1481,307565.35
1482,203184.65
1483,174236.6
1484,166946.66
1485,168455.57
1486,207516.91
1487,304441.94
1488,252048.24
1489,188960.49
1490,188010.5
1491,185292.4
1492,105348.48
1493,179482.94
1494,283419.6
1495,296229.21
1496,224953.52
1497,179306.18
1498,151232.44
1499,150681.61
1500,145793.79
1501,166339.5
1502,149333.98
1503,291439.64
1504,227940.22
1505,208448.62
1506,190216.72
1507,227275.0
1508,217768.14
1509,159739.59
1510,141244.5
1511,146310.5
1512,153110.34
1513,146260.38
1514,185394.96
1515,177387.48
1516,169641.02
1517,150521.84
1518,151934.23
1519,235392.26
1520,136219.75
1521,144275.34
1522,165403.0
1523,114121.81
1524,120978.71
1525,130416.37
1526,136855.58
1527,89989.26
1528,127587.25
1529,140618.25
1530,162970.5
1531,136973.8
1532,111139.33
1533,142973.02
1534,115912.21
1535,161436.0
1536,112510.82
1537,86087.59
1538,186072.0
1539,228416.53
1540,124780.33
1541,155663.43
1542,152764.0
1543,212206.77
1544,83577.47
1545,105358.5
1546,122930.0
1547,147664.34
1548,142698.5
1549,110008.9
1550,146242.34
1551,116952.35
1552,146291.22
1553,150991.84
1554,105846.4
1555,194808.0
1556,111117.79
1557,144712.0
1558,107002.0
1559,124522.74
1560,156879.34
1561,177323.55
1562,122820.82
1563,123899.83
1564,164751.35
1565,151169.49
1566,210422.38
1567,89247.63
1568,209765.48
1569,147574.45
1570,122570.22
1571,127924.21
1572,142326.34
1573,252446.68
1574,132425.84
1575,199597.86
1576,206551.65
1577,183956.09
1578,146009.72
1579,142768.2
1580,190093.67
1581,138987.43
1582,127561.0
1583,321000.53
1584,245951.25
1585,140749.03333333333
1586,73170.11
1587,106707.36
1588,140803.84
1589,113777.37
1590,139717.8
1591,106615.0
1592,129085.26
1593,113982.99
1594,150816.3
1595,149215.77
1596,240610.26
1597,167196.4
1598,183087.59
1599,211492.98
1600,190807.4
1601,66372.99
1602,118009.18
1603,94406.65
1604,267009.06
1605,243766.48
1606,168779.72
1607,170167.3
1608,191255.0
1609,178827.61
1610,141248.08
1611,149589.0
1612,156232.54
1613,157633.3
1614,122311.33
1615,85054.0
1616,78275.93
1617,87457.93
1618,126475.66
1619,133780.0
1620,169466.57
1621,134557.66
1622,166748.5
1623,306628.28
1624,201420.24
1625,137732.33
1626,171908.0
1627,180906.5
1628,292645.52
1629,175552.0
1630,342841.61
1631,219776.4
1632,253062.81
1633,162629.9
1634,174244.75
1635,177689.67
1636,154573.95
1637,170522.54
1638,214385.0
1639,187005.59
1640,242822.84
1641,176745.0
1642,211229.78
1643,225244.1
1644,219051.82
1645,158746.0
1646,154014.74
1647,163209.9
1648,131193.25
1649,138025.0
1650,116425.69
1651,115610.66
1652,98257.0
1653,98916.5
1654,158385.0
1655,156470.82
1656,153135.86
1657,163146.0
1658,155384.28
1659,142820.45
1660,147622.1
1661,393221.13
1662,338040.1
1663,342037.07
1664,414346.45
1665,300652.95
1666,307834.5
1667,324581.04
1668,308859.74
1669,277617.7
1670,320473.34
1671,253984.25
1672,428329.77
1673,288759.42
1674,244671.43
1675,179494.23
1676,183270.0
1677,199530.07
1678,400816.78
1679,341088.59
1680,311328.05
1681,262258.38
1682,282626.87
1683,179346.76
1684,169847.15
1685,176298.5
1686,162162.99
1687,165995.94
1688,184948.0
1689,181579.7
1690,185128.2
1691,167037.21
1692,263450.36
1693,162967.5
1694,174369.5
1695,168621.47
1696,258039.2
1697,170487.67
1698,326277.75
1699,330408.31
1700,231395.46
1701,260527.34
1702,248650.77
1703,242019.83
1704,292437.07
1705,231492.82
1706,418448.12
1707,193732.95
1708,184389.62
1709,272918.62
1710,221822.73
1711,238369.93
1712,226711.88
1713,245038.8
1714,219530.78
1715,196369.5
1716,191746.02
1717,169634.58
1718,148115.17
1719,202645.15
1720,249721.05
1721,170048.95
1722,144810.9
1723,152498.32
1724,182217.27
1725,229536.71
1726,183505.12
1727,166918.51
1728,184688.7
1729,162174.88
1730,171297.89
1731,123649.25
1732,135640.1
1733,133442.16
1734,135545.09
1735,128052.5
1736,117082.49
1737,351074.46
1738,204208.0
1739,295531.46
1740,182706.44
1741,179294.77
1742,167209.33
1743,174029.45
1744,313665.71
1745,256212.3
1746,281631.54
1747,218901.84
1748,184161.67
1749,156746.0
1750,152820.82
1751,226024.77
1752,124553.66
1753,135781.1
1754,221053.76
1755,161613.9
1756,117433.08
1757,119075.49
1758,150078.59
1759,173912.32
1760,155067.14
1761,157779.87
1762,172302.2
1763,166170.4
1764,116200.58
1765,180714.0
1766,183172.09
1767,203004.22
1768,142192.0
1769,158640.37
1770,139786.5
1771,143005.59
1772,138678.34
1773,140020.52
1774,157352.67
1775,133981.3
1776,118971.44
1777,121175.0
1778,126657.25
1779,120141.22
1780,175534.0
1781,132085.36
1782,93300.93
1783,134485.3
1784,81120.41
1785,113680.66
1786,146939.29
1787,166053.0
1788,59655.81
1789,100714.93
1790,73856.77
1791,165550.11
1792,154629.5
1793,148872.93
1794,138500.85
1795,148208.37
1796,122613.70666666668
1797,133710.33
1798,125723.25
1799,113031.58
1800,121802.32
1801,141169.4
1802,141603.6
1803,148453.0
1804,140901.46666666667
1805,137085.5
1806,113312.66
1807,172405.0
1808,114821.93
1809,137183.99
1810,163620.93
1811,140270.42
1812,137179.11
1813,120022.84
1814,96850.36
1815,68906.88
1816,93776.55
1817,139731.09
1818,155509.5
1819,114340.83
1820,71671.5
1821,140696.33
1822,142210.34
1823,66275.72
1824,132570.5
1825,145782.68
1826,100899.0
1827,105630.02
1828,143741.76
1829,115594.26
1830,164534.92
1831,169408.0
1832,139980.48
1833,159768.04
1834,132429.27
1835,168799.0
1836,138624.58
1837,99238.08
1838,143959.16
1839,75756.97
1840,157711.34
1841,153382.1
1842,97561.19
1843,148585.58
1844,134382.32
1845,163646.0
1846,154719.6666666667
1847,160455.63
1848,66760.66
1849,123727.6
1850,134008.1
1851,152536.0
1852,133014.92
1853,135832.75
1854,169173.89
1855,144569.06
1856,215265.71
1857,146706.46
1858,155950.18
1859,120731.53
1860,159736.07
1861,140960.55
1862,279218.66
1863,262876.62
1864,274128.95
1865,304140.24
1866,309523.02
1867,234459.46
1868,297358.91
1869,192416.03
1870,267128.54
1871,239436.3
1872,168823.63
1873,229657.8
1874,139346.0
1875,203212.08
1876,192451.0
1877,195084.9
1878,214497.78
1879,136292.6
1880,132499.58
1881,237175.77
1882,264217.74
1883,193014.0
1884,224102.9
1885,254878.31
1886,294641.84
1887,200991.61
1888,276339.67
1889,158939.74
1890,132391.32
1891,135587.76
1892,115489.08
1893,139058.21
1894,149592.05
1895,154551.5
1896,126910.74
1897,119833.82
1898,107315.04
1899,126532.44
1900,143432.6
1901,179042.74
1902,151280.93
1903,226409.77
1904,142085.75
1905,176856.85
1906,149436.08
1907,231174.5
1908,116045.80333333332
1909,128552.58333333331
1910,121740.66333333332
1911,189654.1
1912,266492.88
1913,149302.47
1914,72748.61
1915,297291.86
1916,77752.79
1917,252101.04
1918,137020.08
1919,154144.0
1920,137979.81
1921,363514.17
1922,295652.19
1923,190435.0
1924,233303.88
1925,222005.45
1926,341628.12
1927,140727.33
1928,159225.32
1929,121813.15
1930,130129.74
1931,135726.59
1932,134040.06
1933,167777.74
1934,185344.32
1935,177712.87
1936,177847.5
1937,188172.3
1938,172043.35
1939,252385.56
1940,194214.55
1941,178470.5
1942,188173.0
1943,199292.4
1944,289288.08
1945,338903.83
1946,161999.3
1947,303746.67
1948,170104.5
1949,236713.78
1950,186018.01
1951,267753.98
1952,249357.5
1953,162980.24
1954,201962.0
1955,127470.75
1956,274587.4
1957,175418.46
1958,293071.58
1959,154377.15
1960,116197.32
1961,117673.33
1962,99785.33
1963,106212.83
1964,120725.85
1965,147135.2
1966,152055.27
1967,273899.89
1968,356487.28
1969,338851.78
1970,373400.28
1971,378453.94
1972,343266.19
1973,253379.19
1974,282166.78
1975,410294.1
1976,287893.38
1977,332519.59
1978,346598.67
1979,305989.06
1980,190785.61
1981,316178.68
1982,222785.86
1983,210074.49
1984,174042.76
1985,204501.63
1986,206946.92
1987,171373.87
1988,181847.8
1989,184921.05
1990,214099.75
1991,201651.65
1992,212871.05
1993,172401.94
1994,247912.96
1995,193331.11
1996,244666.75
1997,297794.79
1998,319052.17
1999,242221.45
2000,291267.52
2001,271964.82
2002,236523.59
2003,247618.76
2004,247355.12
2005,232738.56
2006,222882.87
2007,241531.21
2008,195811.4
2009,180409.15
2010,192644.7
2011,149218.31
2012,168537.72
2013,177458.5
2014,185113.5
2015,198504.05
2016,181452.78
2017,200478.03
2018,122814.83
2019,127750.75
2020,121278.97
2021,121068.83
2022,181960.35
2023,153208.59
2024,219547.0
2025,365533.71
2026,176686.22
